地方, 振興局, 地点番号, 観測所名, よみがな, ローマ字表記, 所在地, Latitude, Latitude_3, Longitude, Longitude_4, Start Year-Start Month-Start Day, End Year-End Month-End Day, Old Station Number, 実測開始日, 実測終了日, 特別警戒情報判定除外開始日, 特別警戒情報判定除外終了日
東北, 福島, 36716, 桧枝岐, ひのえまた, HINOEMATA, 南会津郡檜枝岐村字上河原, 37, 0.6, 139, 22.5, 2010-05-01, 9999-99-99, 36716, , , 2026-04-01, 9999-99-99
東北, 福島, 36821, 東白川, ひがししらかわ, HIGASHISHIRAKAWA, 東白川郡塙町大字上石井字新田, 36, 56.3, 140, 24.5, 2010-05-01, 9999-99-99, 36821, , , , 
東北, 福島, 36836, 山田, やまだ, YAMADA, いわき市山田町大谷, 36, 56.0, 140, 44.0, 2010-05-01, 9999-99-99, 36836, , , , 
東北, 福島, 36846, 小名浜, おなはま, ONAHAMA, いわき市小名浜字船引場　小名浜特別地域気象観測所, 36, 56.8, 140, 54.2, 2010-05-01, 9999-99-99, 36846, , , , 
関東, 茨城, 40046, 北茨城, きたいばらき, KITAIBARAKI, 北茨城市関南町関本下, 36, 50.0, 140, 46.3, 2010-05-01, 9999-99-99, 40046, , , , 
関東, 茨城, 40061, 大子, だいご, DAIGO, 久慈郡大子町大子, 36, 46.7, 140, 20.7, 2010-05-01, 9999-99-99, 40061, , , , 
関東, 茨城, 40091, 常陸大宮, ひたちおおみや, HITACHIOMIYA, 常陸大宮市上小瀬, 36, 36.4, 140, 19.5, 2010-05-01, 9999-99-99, 40091, , , , 
関東, 茨城, 40136, 日立, ひたち, HITACHI, 日立市会瀬町, 36, 34.8, 140, 38.7, 2010-05-01, 9999-99-99, 40136, , , , 
関東, 茨城, 40191, 笠間, かさま, KASAMA, 笠間市箱田, 36, 23.7, 140, 14.4, 2010-05-01, 9999-99-99, 40191, , , , 
関東, 茨城, 40201, 水戸, みと, MITO, 水戸市金町　水戸地方気象台, 36, 22.8, 140, 28.0, 2010-05-01, 9999-99-99, 40201, 2025-04-01, 9999-99-99, , 
関東, 茨城, 40221, 古河, こが, KOGA, 古河市北町, 36, 12.1, 139, 43.0, 2010-05-01, 9999-99-99, 40221, , , , 
関東, 茨城, 40231, 下館, しもだて, SHIMODATE, 筑西市西石田, 36, 16.9, 139, 59.3, 2010-05-01, 9999-99-99, 40231, , , , 
関東, 茨城, 40281, 下妻, しもつま, SHIMOTSUMA, 下妻市二本紀, 36, 10.1, 139, 56.7, 2010-05-01, 9999-99-99, 40281, , , , 
関東, 茨城, 40311, 鉾田, ほこた, HOKOTA, 鉾田市安房, 36, 10.1, 140, 31.6, 2010-05-01, 9999-99-99, 40311, , , , 
関東, 茨城, 40336, つくば, つくば, TSUKUBA, つくば市長峰　高層気象台, 36, 3.4, 140, 7.5, 2010-05-01, 9999-99-99, 40336, , , , 
関東, 茨城, 40341, 土浦, つちうら, TSUCHIURA, 土浦市木田余東台, 36, 6.2, 140, 13.2, 2010-05-01, 9999-99-99, 40341, , , , 
関東, 茨城, 40406, 鹿嶋, かしま, KASHIMA, 鹿嶋市城山, 35, 57.8, 140, 37.3, 2010-05-01, 9999-99-99, 40406, , , , 
関東, 茨城, 40426, 龍ケ崎, りゅうがさき, RYUGASAKI, 龍ケ崎市大徳町, 35, 53.4, 140, 12.7, 2010-05-01, 9999-99-99, 40426, , , , 
関東, 栃木, 41011, 那須高原, なすこうげん, NASU-KOGEN, 那須郡那須町大島, 37, 7.4, 140, 2.1, 2010-05-01, 9999-99-99, 41011, , , 2026-04-01, 9999-99-99
関東, 栃木, 41076, 五十里, いかり, IKARI, 日光市五十里堀割, 36, 55.3, 139, 41.7, 2010-05-01, 9999-99-99, 41076, , , , 
関東, 栃木, 41091, 黒磯, くろいそ, KUROISO, 那須塩原市埼玉, 36, 58.9, 140, 1.1, 2010-05-01, 9999-99-99, 41091, , , , 
関東, 栃木, 41116, 土呂部, どろぶ, DOROBU, 日光市土呂部, 36, 53.5, 139, 34.1, 2010-05-01, 9999-99-99, 41116, , , 2026-04-01, 9999-99-99
関東, 栃木, 41141, 大田原, おおたわら, OTAWARA, 大田原市宇田川, 36, 50.4, 140, 2.1, 2010-05-01, 9999-99-99, 41141, , , , 
関東, 栃木, 41166, 奥日光, おくにっこう, OKUNIKKO, 日光市中宮祠　日光特別地域気象観測所, 36, 44.3, 139, 30.0, 2010-05-01, 9999-99-99, 41166, , , 2026-04-01, 9999-99-99
関東, 栃木, 41171, 今市, いまいち, IMAICHI, 日光市瀬川, 36, 43.6, 139, 40.6, 2010-05-01, 2022-11-15, 41171, , , , 
関東, 栃木, 41172, 日光東町, にっこうひがしまち, NIKKO-HIGASHIMACHI, 日光市稲荷町, 36, 45.0, 139, 36.9, 2022-11-16, 9999-99-99, 41172, , , , 
関東, 栃木, 41181, 塩谷, しおや, SHIOYA, 塩谷郡塩谷町大字田所, 36, 45.4, 139, 53.0, 2010-05-01, 9999-99-99, 41181, , , , 
関東, 栃木, 41247, 那須烏山, なすからすやま, NASU-KARASUYAMA, 那須烏山市森田字小塙前, 36, 38.5, 140, 7.0, 2010-05-01, 9999-99-99, 41247, , , , 
関東, 栃木, 41271, 鹿沼, かぬま, KANUMA, 鹿沼市見野, 36, 35.5, 139, 44.1, 2010-05-01, 9999-99-99, 41271, , , , 
関東, 栃木, 41277, 宇都宮, うつのみや, UTSUNOMIYA, 宇都宮市明保野町　宇都宮地方気象台, 36, 32.9, 139, 52.1, 2010-05-01, 9999-99-99, 41277, 2025-04-01, 9999-99-99, , 
関東, 栃木, 41331, 真岡, もおか, MOOKA, 真岡市下籠谷, 36, 28.6, 139, 59.2, 2010-05-01, 9999-99-99, 41331, , , , 
関東, 栃木, 41361, 佐野, さの, SANO, 佐野市田沼町, 36, 21.8, 139, 34.2, 2010-05-01, 9999-99-99, 41361, , , , 
関東, 栃木, 41376, 小山, おやま, OYAMA, 小山市出井, 36, 20.3, 139, 49.8, 2010-05-01, 9999-99-99, 41376, , , , 
関東, 群馬, 42046, 藤原, ふじわら, FUJIWARA, 利根郡みなかみ町藤原字屋倉, 36, 51.8, 139, 3.5, 2010-05-01, 9999-99-99, 42046, , , , 
関東, 群馬, 42091, みなかみ, みなかみ, MINAKAMI, 利根郡みなかみ町湯原, 36, 46.4, 138, 57.9, 2010-05-01, 9999-99-99, 42091, , , , 
関東, 群馬, 42121, 草津, くさつ, KUSATSU, 吾妻郡草津町草津, 36, 37.0, 138, 35.5, 2010-05-01, 9999-99-99, 42121, , , 2026-04-01, 9999-99-99
関東, 群馬, 42146, 沼田, ぬまた, NUMATA, 沼田市井土上町, 36, 40.1, 139, 1.3, 2010-05-01, 9999-99-99, 42146, , , , 
関東, 群馬, 42186, 中之条, なかのじょう, NAKANOJO, 吾妻郡中之条町伊勢町, 36, 35.2, 138, 51.0, 2010-05-01, 9999-99-99, 42186, , , , 
関東, 群馬, 42221, 田代, たしろ, TASHIRO, 吾妻郡嬬恋村田代, 36, 27.8, 138, 27.8, 2010-05-01, 9999-99-99, 42221, , , 2026-04-01, 9999-99-99
関東, 群馬, 42251, 前橋, まえばし, MAEBASHI, 前橋市昭和町　前橋地方気象台, 36, 24.3, 139, 3.6, 2010-05-01, 9999-99-99, 42251, 2025-04-01, 9999-99-99, , 
関東, 群馬, 42266, 桐生, きりゅう, KIRYU, 桐生市元宿町, 36, 24.6, 139, 19.5, 2010-05-01, 9999-99-99, 42266, , , , 
関東, 群馬, 42286, 上里見, かみさとみ, KAMISATOMI, 高崎市上里見町, 36, 22.6, 138, 53.7, 2010-05-01, 9999-99-99, 42286, , , , 
関東, 群馬, 42302, 伊勢崎, いせさき, ISESAKI, 伊勢崎市宮子町, 36, 19.9, 139, 9.9, 2010-05-01, 9999-99-99, 42302, , , , 
関東, 群馬, 42326, 西野牧, にしのまき, NISHI-NOMAKI, 甘楽郡下仁田町西野牧, 36, 14.7, 138, 42.4, 2010-05-01, 9999-99-99, 42326, , , , 
関東, 群馬, 42366, 館林, たてばやし, TATEBAYASHI, 館林市富士原町, 36, 14.4, 139, 30.8, 2010-05-01, 9999-99-99, 42366, , , , 
関東, 群馬, 42396, 神流, かんな, KANNA, 多野郡神流町大字黒田字坂井道下, 36, 6.5, 138, 53.8, 2010-05-01, 9999-99-99, 42396, , , , 
関東, 埼玉, 43051, 寄居, よりい, YORII, 大里郡寄居町大字折原, 36, 6.3, 139, 11.0, 2010-05-01, 9999-99-99, 43051, , , , 
関東, 埼玉, 43056, 熊谷, くまがや, KUMAGAYA, 熊谷市桜町　熊谷地方気象台, 36, 9.0, 139, 22.8, 2010-05-01, 9999-99-99, 43056, 2025-04-01, 9999-99-99, , 
関東, 埼玉, 43126, 久喜, くき, KUKI, 久喜市六万部, 36, 5.2, 139, 38.1, 2010-05-01, 9999-99-99, 43126, , , , 
関東, 埼玉, 43156, 秩父, ちちぶ, CHICHIBU, 秩父市上町　秩父特別地域気象観測所, 35, 59.4, 139, 4.4, 2010-05-01, 9999-99-99, 43156, , , , 
関東, 埼玉, 43171, 鳩山, はとやま, HATOYAMA, 比企郡鳩山町大字赤沼, 35, 59.1, 139, 20.1, 2010-05-01, 9999-99-99, 43171, , , , 
関東, 埼玉, 43241, さいたま, さいたま, SAITAMA, さいたま市桜区大字宿, 35, 52.5, 139, 35.2, 2010-05-01, 9999-99-99, 43241, , , , 
関東, 埼玉, 43256, 越谷, こしがや, KOSHIGAYA, 越谷市大字北後谷, 35, 53.0, 139, 45.4, 2010-05-01, 9999-99-99, 43256, , , , 
関東, 埼玉, 43266, 所沢, ところざわ, TOKOROZAWA, 所沢市勝楽寺, 35, 46.4, 139, 24.8, 2010-05-01, 9999-99-99, 43266, , , , 
関東, 東京, 44046, 小河内, おごうち, OGOCHI, 西多摩郡奥多摩町原, 35, 47.5, 139, 3.0, 2010-05-01, 9999-99-99, 44046, , , , 
関東, 東京, 44056, 青梅, おうめ, OME, 青梅市新町, 35, 47.3, 139, 18.7, 2010-05-01, 9999-99-99, 44056, , , , 
関東, 東京, 44071, 練馬, ねりま, NERIMA, 練馬区石神井台, 35, 44.3, 139, 35.5, 2012-12-26, 9999-99-99, 44071, 2010-05-01, 2012-10-31, , 
関東, 東京, 44076, 練馬, ねりま, NERIMA, 練馬区豊玉上, 35, 44.1, 139, 40.1, 2010-05-01, 2012-12-25, 44076, , , , 
関東, 東京, 44112, 八王子, はちおうじ, HACHIOJI, 八王子市元本郷町, 35, 40.0, 139, 19.0, 2010-05-01, 9999-99-99, 44112, 2010-05-01, 2012-10-31, , 
関東, 東京, 44116, 府中, ふちゅう, FUCHU, 府中市幸町, 35, 41.0, 139, 29.0, 2010-05-01, 9999-99-99, 44116, , , , 
関東, 東京, 44132, 東京, とうきょう, TOKYO, 文京区白山　小石川植物園, 35, 41.5, 139, 45.0, 2010-05-01, 9999-99-99, 44132, 2010-05-01, 9999-99-99, , 
関東, 東京, 44136, 江戸川臨海, えどがわりんかい, EDOGAWA-RINKAI, 江戸川区臨海町, 35, 38.3, 139, 51.8, 2010-05-01, 9999-99-99, 44136, , , , 
関東, 東京, 44172, 大島, おおしま, OSHIMA, 大島町元町字家の上　大島特別地域気象観測所, 34, 44.9, 139, 21.7, 2010-05-01, 9999-99-99, 44172, , , , 
関東, 東京, 44226, 三宅島, みやけじま, MIYAKEJIMA, 三宅村神着　三宅島特別地域気象観測所, 34, 7.4, 139, 31.2, 2010-05-01, 9999-99-99, 44226, , , , 
関東, 東京, 44263, 八丈島, はちじょうじま, HACHIJOJIMA, 八丈島八丈町大賀郷　八丈島特別地域気象観測所, 33, 7.3, 139, 46.7, 2010-05-01, 9999-99-99, 44263, , , , 
関東, 東京, 44301, 父島, ちちじま, CHICHIJIMA, 小笠原村父島字西町　父島気象観測所, 27, 5.5, 142, 11.4, 2010-05-01, 9999-99-99, 44301, , , , 
関東, 東京, 44356, 南鳥島, みなみとりしま, MINAMI-TORISHIMA, 小笠原村南鳥島　南鳥島気象観測所, 24, 17.3, 153, 59.0, 2010-05-01, 2013-10-31, 44356, , , , 
関東, 千葉, 45061, 我孫子, あびこ, ABIKO, 我孫子市新木野, 35, 51.8, 140, 6.6, 2010-05-01, 9999-99-99, 45061, , , , 
関東, 千葉, 45081, 香取, かとり, KATORI, 香取市大根, 35, 51.5, 140, 30.1, 2010-05-01, 9999-99-99, 45081, , , , 
関東, 千葉, 45106, 船橋, ふなばし, FUNABASHI, 船橋市薬円台, 35, 42.7, 140, 2.6, 2010-05-01, 9999-99-99, 45106, , , , 
関東, 千葉, 45116, 佐倉, さくら, SAKURA, 佐倉市角来, 35, 43.7, 140, 12.7, 2010-05-01, 9999-99-99, 45116, , , , 
関東, 千葉, 45147, 銚子, ちょうし, CHOSHI, 銚子市川口町　銚子地方気象台, 35, 44.3, 140, 51.4, 2010-05-01, 2023-12-06, 45147, , , , 
関東, 千葉, 45148, 銚子, ちょうし, CHOSHI, 銚子市川口町　銚子地方気象台, 35, 44.3, 140, 51.4, 2023-12-06, 9999-99-99, 45147, 2025-04-01, 9999-99-99, , 
関東, 千葉, 45181, 横芝光, よこしばひかり, YOKOSHIBAHIKARI, 山武郡横芝光町宮川, 35, 39.3, 140, 30.3, 2010-05-01, 9999-99-99, 45181, , , , 
関東, 千葉, 45212, 千葉, ちば, CHIBA, 千葉市中央区中央港　千葉特別地域気象観測所, 35, 36.1, 140, 6.2, 2010-05-01, 9999-99-99, 45212, , , , 
関東, 千葉, 45261, 茂原, もばら, MOBARA, 茂原市高師, 35, 26.2, 140, 17.6, 2010-05-01, 9999-99-99, 45261, , , , 
関東, 千葉, 45282, 木更津, きさらづ, KISARAZU, 木更津市請西南, 35, 21.7, 139, 56.4, 2010-05-01, 9999-99-99, 45282, , , , 
関東, 千葉, 45291, 牛久, うしく, USHIKU, 市原市米沢, 35, 23.8, 140, 8.9, 2010-05-01, 9999-99-99, 45291, , , , 
関東, 千葉, 45326, 坂畑, さかはた, SAKAHATA, 君津市坂畑, 35, 14.1, 140, 5.9, 2010-05-01, 9999-99-99, 45326, , , , 
関東, 千葉, 45361, 鴨川, かもがわ, KAMOGAWA, 鴨川市横渚, 35, 6.7, 140, 6.0, 2010-05-01, 9999-99-99, 45361, , , , 
関東, 千葉, 45371, 勝浦, かつうら, KATSUURA, 勝浦市墨名　勝浦特別地域気象観測所, 35, 9.0, 140, 18.7, 2010-05-01, 9999-99-99, 45371, , , , 
関東, 千葉, 45401, 館山, たてやま, TATEYAMA, 館山市長須賀　館山特別地域気象観測所, 34, 59.2, 139, 51.9, 2010-05-01, 9999-99-99, 45401, , , , 
関東, 神奈川, 46091, 海老名, えびな, EBINA, 海老名市中新田, 35, 26.0, 139, 23.2, 2010-05-01, 9999-99-99, 46091, , , , 
関東, 神奈川, 46106, 横浜, よこはま, YOKOHAMA, 横浜市中区山手町　横浜地方気象台, 35, 26.3, 139, 39.1, 2010-05-01, 9999-99-99, 46106, 2025-04-01, 9999-99-99, , 
関東, 神奈川, 46141, 辻堂, つじどう, TSUJIDO, 藤沢市辻堂西海岸, 35, 19.2, 139, 27.0, 2010-05-01, 9999-99-99, 46141, , , , 
関東, 神奈川, 46166, 小田原, おだわら, ODAWARA, 小田原市扇町, 35, 16.6, 139, 9.3, 2010-05-01, 9999-99-99, 46166, , , , 
関東, 神奈川, 46211, 三浦, みうら, MIURA, 三浦市初声町下宮田, 35, 10.7, 139, 37.8, 2010-05-01, 9999-99-99, 46211, , , , 
甲信, 長野, 48031, 野沢温泉, のざわおんせん, NOZAWAONSEN, 下高井郡野沢温泉村大字豊郷字南原, 36, 54.7, 138, 26.5, 2010-05-01, 9999-99-99, 48031, , , , 
甲信, 長野, 48061, 信濃町, しなのまち, SHINANOMACHI, 上水内郡信濃町柏原字小丸山, 36, 48.5, 138, 11.8, 2010-05-01, 9999-99-99, 48061, , , , 
甲信, 長野, 48066, 飯山, いいやま, IIYAMA, 飯山市大字飯山字大道東, 36, 52.5, 138, 22.5, 2010-05-01, 9999-99-99, 48066, , , , 
甲信, 長野, 48141, 白馬, はくば, HAKUBA, 北安曇郡白馬村北城, 36, 41.9, 137, 51.7, 2010-05-01, 9999-99-99, 48141, , , , 
甲信, 長野, 48156, 長野, ながの, NAGANO, 長野市箱清水　長野地方気象台, 36, 39.7, 138, 11.5, 2010-05-01, 9999-99-99, 48156, 2025-04-01, 9999-99-99, , 
甲信, 長野, 48191, 大町, おおまち, OMACHI, 大町市大町, 36, 31.4, 137, 49.9, 2010-05-01, 9999-99-99, 48191, , , , 
甲信, 長野, 48196, 信州新町, しんしゅうしんまち, SHINSHUSHIMMACHI, 長野市信州新町牧田中, 36, 32.9, 137, 59.8, 2010-05-01, 9999-99-99, 48196, , , , 
甲信, 長野, 48216, 菅平, すがだいら, SUGADAIRA, 上田市菅平高原, 36, 31.9, 138, 19.5, 2010-05-01, 9999-99-99, 48216, , , 2026-04-01, 9999-99-99
甲信, 長野, 48256, 上田, うえだ, UEDA, 上田市古里, 36, 24.0, 138, 15.9, 2010-05-01, 9999-99-99, 48256, , , , 
甲信, 長野, 48296, 穂高, ほたか, HOTAKA, 安曇野市穂高, 36, 20.6, 137, 52.9, 2010-05-01, 9999-99-99, 48296, , , , 
甲信, 長野, 48321, 東御, とうみ, TOMI, 東御市新張, 36, 23.0, 138, 23.0, 2010-05-01, 9999-99-99, 48321, , , , 
甲信, 長野, 48331, 軽井沢, かるいざわ, KARUIZAWA, 北佐久郡軽井沢町大字追分　軽井沢特別地域気象観測所, 36, 20.5, 138, 32.8, 2010-05-01, 9999-99-99, 48331, , , 2026-04-01, 9999-99-99
甲信, 長野, 48361, 松本, まつもと, MATSUMOTO, 松本市沢村　松本特別地域気象観測所, 36, 14.8, 137, 58.2, 2010-05-01, 9999-99-99, 48361, , , , 
甲信, 長野, 48381, 立科, たてしな, TATESHINA, 北佐久郡立科町芦田, 36, 16.3, 138, 18.8, 2010-05-01, 9999-99-99, 48381, , , , 
甲信, 長野, 48386, 佐久, さく, SAKU, 佐久市中込, 36, 14.8, 138, 28.6, 2010-05-01, 9999-99-99, 48386, , , , 
甲信, 長野, 48466, 奈川, ながわ, NAGAWA, 松本市奈川, 36, 5.3, 137, 41.0, 2010-05-01, 9999-99-99, 48466, , , , 
甲信, 長野, 48491, 諏訪, すわ, SUWA, 諏訪市湖岸通り　諏訪特別地域気象観測所, 36, 2.7, 138, 6.5, 2010-05-01, 9999-99-99, 48491, , , , 
甲信, 長野, 48531, 開田高原, かいだこうげん, KAIDAKOGEN, 木曽郡木曽町開田高原西野, 35, 56.3, 137, 36.1, 2010-05-01, 9999-99-99, 48531, , , 2026-04-01, 9999-99-99
甲信, 長野, 48536, 木祖薮原, きそやぶはら, KISO-YABUHARA, 木曽郡木祖村薮原, 35, 56.2, 137, 47.2, 2019-09-05, 9999-99-99, 48536, , , , 
甲信, 長野, 48541, 木曽平沢, きそひらさわ, KISO-HIRASAWA, 塩尻市大字木曽平沢, 35, 59.0, 137, 50.1, 2010-05-01, 2019-09-05, 48541, , , , 
甲信, 長野, 48546, 辰野, たつの, TATSUNO, 上伊那郡辰野町中央, 35, 59.0, 137, 59.0, 2010-05-01, 9999-99-99, 48546, , , , 
甲信, 長野, 48561, 原村, はらむら, HARAMURA, 諏訪郡原村向坂上, 35, 58.2, 138, 13.2, 2010-05-01, 9999-99-99, 48561, , , , 
甲信, 長野, 48571, 野辺山, のべやま, NOBEYAMA, 南佐久郡南牧村野辺山, 35, 56.9, 138, 28.3, 2010-05-01, 9999-99-99, 48571, , , 2026-04-01, 9999-99-99
甲信, 長野, 48606, 木曽福島, きそふくしま, KISOFUKUSHIMA, 木曽郡木曽町福島, 35, 50.4, 137, 41.3, 2010-05-01, 9999-99-99, 48606, , , , 
甲信, 長野, 48621, 伊那, いな, INA, 伊那市下新田, 35, 49.5, 137, 57.3, 2010-05-01, 9999-99-99, 48621, , , , 
甲信, 長野, 48717, 南木曽, なぎそ, NAGISO, 木曽郡南木曽町読書, 35, 36.6, 137, 37.2, 2010-05-01, 9999-99-99, 48717, , , , 
甲信, 長野, 48731, 飯島, いいじま, IIJIMA, 上伊那郡飯島町七久保, 35, 39.2, 137, 53.9, 2010-05-01, 9999-99-99, 48731, , , , 
甲信, 長野, 48767, 飯田, いいだ, IIDA, 飯田市高羽町　飯田特別地域気象観測所, 35, 31.4, 137, 49.3, 2010-05-01, 9999-99-99, 48767, , , , 
甲信, 長野, 48826, 浪合, なみあい, NAMIAI, 下伊那郡阿智村浪合, 35, 22.4, 137, 41.5, 2010-05-01, 9999-99-99, 48826, , , , 
甲信, 長野, 48841, 南信濃, みなみしなの, MINAMISHINANO, 飯田市南信濃和田字夜川瀬, 35, 19.3, 137, 55.9, 2010-05-01, 9999-99-99, 48841, , , , 
甲信, 山梨, 49036, 大泉, おおいずみ, OIZUMI, 北杜市大泉町谷戸, 35, 51.7, 138, 23.2, 2010-05-01, 9999-99-99, 49036, , , , 
甲信, 山梨, 49086, 韮崎, にらさき, NIRASAKI, 韮崎市大草町若尾, 35, 41.6, 138, 26.9, 2010-05-01, 9999-99-99, 49086, , , , 
甲信, 山梨, 49142, 甲府, こうふ, KOFU, 甲府市飯田　甲府地方気象台, 35, 40.0, 138, 33.2, 2010-05-01, 9999-99-99, 49142, 2025-04-01, 9999-99-99, , 
甲信, 山梨, 49151, 勝沼, かつぬま, KATSUNUMA, 甲州市勝沼町勝沼, 35, 39.8, 138, 43.5, 2010-05-01, 9999-99-99, 49151, , , , 
甲信, 山梨, 49161, 大月, おおつき, OTSUKI, 大月市大月, 35, 36.5, 138, 56.3, 2010-05-01, 9999-99-99, 49161, , , , 
甲信, 山梨, 49196, 古関, ふるせき, FURUSEKI, 甲府市古関町, 35, 31.7, 138, 36.9, 2010-05-01, 9999-99-99, 49196, , , , 
甲信, 山梨, 49236, 切石, きりいし, KIRIISHI, 南巨摩郡身延町切石, 35, 28.0, 138, 26.5, 2010-05-01, 9999-99-99, 49236, , , , 
甲信, 山梨, 49251, 河口湖, かわぐちこ, KAWAGUCHI-KO, 南都留郡富士河口湖町船津　河口湖特別地域気象観測所, 35, 30.0, 138, 45.6, 2010-05-01, 9999-99-99, 49251, , , 2026-04-01, 9999-99-99
甲信, 山梨, 49256, 山中, やまなか, YAMANAKA, 南都留郡山中湖村山中字梨ヶ原, 35, 26.2, 138, 50.2, 2010-05-01, 9999-99-99, 49256, , , 2026-04-01, 9999-99-99
甲信, 山梨, 49316, 南部, なんぶ, NAMBU, 南巨摩郡南部町南部, 35, 17.3, 138, 26.7, 2010-05-01, 9999-99-99, 49316, , , , 
東海, 静岡, 50106, 井川, いかわ, IKAWA, 静岡市葵区井川, 35, 13.0, 138, 13.3, 2010-05-01, 9999-99-99, 50106, , , 2026-04-01, 9999-99-99
東海, 静岡, 50136, 御殿場, ごてんば, GOTEMBA, 御殿場市萩原, 35, 18.3, 138, 55.6, 2010-05-01, 9999-99-99, 50136, , , , 
東海, 静岡, 50196, 富士, ふじ, FUJI, 富士市厚原, 35, 11.1, 138, 39.8, 2010-05-01, 9999-99-99, 50196, , , , 
東海, 静岡, 50206, 三島, みしま, MISHIMA, 三島市東本町　三島特別地域気象観測所, 35, 6.8, 138, 55.5, 2010-05-01, 9999-99-99, 50206, , , , 
東海, 静岡, 50226, 佐久間, さくま, SAKUMA, 浜松市天竜区佐久間町浦川, 35, 3.4, 137, 45.7, 2010-05-01, 9999-99-99, 50226, , , , 
東海, 静岡, 50241, 川根本町, かわねほんちょう, KAWANEHONCHO, 榛原郡川根本町田代, 35, 6.1, 138, 7.7, 2010-05-01, 9999-99-99, 50241, , , , 
東海, 静岡, 50261, 清水, しみず, SHIMIZU, 静岡市清水区興津中町, 35, 3.2, 138, 31.3, 2010-05-01, 9999-99-99, 50261, , , , 
東海, 静岡, 50281, 網代, あじろ, AJIRO, 熱海市網代　網代特別地域気象観測所, 35, 2.7, 139, 5.5, 2010-05-01, 9999-99-99, 50281, , , , 
東海, 静岡, 50331, 静岡, しずおか, SHIZUOKA, 静岡市駿河区曲金　静岡地方気象台, 34, 58.5, 138, 24.2, 2010-05-01, 9999-99-99, 50331, 2025-04-01, 9999-99-99, , 
東海, 静岡, 50386, 天竜, てんりゅう, TENRYU, 浜松市天竜区船明, 34, 53.4, 137, 48.8, 2010-05-01, 9999-99-99, 50386, , , , 
東海, 静岡, 50456, 浜松, はままつ, HAMAMATSU, 浜松市中央区高丘東　浜松特別地域気象観測所, 34, 45.2, 137, 42.7, 2010-05-01, 9999-99-99, 50456, , , , 
東海, 静岡, 50476, 菊川牧之原, きくがわまきのはら, KIKUGAWA-MAKINOHARA, 菊川市倉沢, 34, 47.1, 138, 8.3, 2010-05-01, 9999-99-99, 50476, , , , 
東海, 静岡, 50491, 松崎, まつざき, MATSUZAKI, 賀茂郡松崎町江奈, 34, 45.3, 138, 47.0, 2010-05-01, 9999-99-99, 50491, , , , 
東海, 静岡, 50506, 稲取, いなとり, INATORI, 賀茂郡東伊豆町稲取, 34, 46.9, 139, 2.9, 2010-05-01, 9999-99-99, 50506, , , , 
東海, 静岡, 50536, 磐田, いわた, IWATA, 磐田市南島, 34, 41.5, 137, 52.8, 2010-05-01, 9999-99-99, 50536, , , , 
東海, 静岡, 50551, 御前崎, おまえざき, OMAEZAKI, 御前崎市御前崎　御前崎特別地域気象観測所, 34, 36.2, 138, 12.8, 2010-05-01, 9999-99-99, 50551, , , , 
東海, 静岡, 50561, 石廊崎, いろうざき, IROZAKI, 賀茂郡南伊豆町石廊崎石室山　石廊崎特別地域気象観測所, 34, 36.2, 138, 50.5, 2010-05-01, 9999-99-99, 50561, , , , 
東海, 愛知, 51031, 愛西, あいさい, AISAI, 愛西市江西町川原, 35, 13.0, 136, 41.9, 2010-05-01, 9999-99-99, 51031, , , , 
東海, 愛知, 51071, 稲武, いなぶ, INABU, 豊田市稲武町スソガエト, 35, 12.7, 137, 30.4, 2010-05-01, 9999-99-99, 51071, , , , 
東海, 愛知, 51106, 名古屋, なごや, NAGOYA, 名古屋市千種区日和町　名古屋地方気象台, 35, 10.0, 136, 57.9, 2010-05-01, 9999-99-99, 51106, 2010-05-01, 9999-99-99, , 
東海, 愛知, 51116, 豊田, とよた, TOYOTA, 豊田市高町東山, 35, 7.9, 137, 10.6, 2010-05-01, 9999-99-99, 51116, , , , 
東海, 愛知, 51161, 東海, とうかい, TOKAI, 東海市中央町, 35, 1.4, 136, 54.1, 2010-05-01, 2012-10-17, 51161, , , , 
東海, 愛知, 51216, 大府, おおぶ, OBU, 大府市森岡町, 34, 59.7, 136, 56.6, 2012-10-17, 9999-99-99, 51216, , , , 
東海, 愛知, 51226, 岡崎, おかざき, OKAZAKI, 岡崎市美合町地蔵野, 34, 55.1, 137, 11.6, 2010-05-01, 9999-99-99, 51226, , , , 
東海, 愛知, 51247, 新城, しんしろ, SHINSHIRO, 新城市富沢字広瀬, 34, 54.4, 137, 31.1, 2010-05-01, 9999-99-99, 51247, , , , 
東海, 愛知, 51281, 蒲郡, がまごおり, GAMAGOORI, 蒲郡市神ノ郷町上名取, 34, 50.7, 137, 13.0, 2010-05-01, 9999-99-99, 51281, , , , 
東海, 愛知, 51311, 南知多, みなみちた, MINAMICHITA, 知多郡南知多町大字豊丘字浜見台, 34, 44.4, 136, 56.3, 2010-05-01, 9999-99-99, 51311, , , , 
東海, 愛知, 51331, 豊橋, とよはし, TOYOHASHI, 豊橋市神野新田町字レノ割, 34, 45.0, 137, 20.5, 2010-05-01, 9999-99-99, 51331, , , , 
東海, 愛知, 51346, 伊良湖, いらこ, IRAKO, 田原市福江町字金五郎坂　伊良湖特別地域気象観測所, 34, 37.7, 137, 5.6, 2010-05-01, 9999-99-99, 51346, , , , 
